ds,yhat,yhat_lower,yhat_upper
2020-09-09,20.95490409023528,20.910302479832957,20.998315259409363
2020-09-10,20.952661430008636,20.908999013782523,20.995745265321784
2020-09-11,20.952025971344117,20.904801544109187,20.996210081673546
2020-09-14,20.93936387410679,20.894361580535364,20.982909894979823
2020-09-15,20.94532009088734,20.89984810894297,20.991062511668297
2020-09-16,20.942892877254977,20.89840371392084,20.98639429033763
2020-09-17,20.94051410145377,20.89387247890082,20.986162342846956
2020-09-18,20.93977196413594,20.894321421425893,20.985134453779708
2020-09-21,20.926896843361387,20.879128433710815,20.969407285274194
2020-09-22,20.93279865839811,20.88946325013087,20.97454596593717
2020-09-23,20.930318509839157,20.886958663204453,20.974287975431984
2020-09-24,20.927886045352892,20.880128317812233,20.97175177172453
2020-09-25,20.92708859193662,20.885017908635326,20.970866922968867
2020-09-28,20.914049005319264,20.868266205177953,20.960031928907167
2020-09-29,20.919906415287045,20.876025459729416,20.966149592839233
2020-09-30,20.917394686491264,20.87453602818246,20.963932489910437
2020-10-01,20.914949274173164,20.86844635979815,20.95798753922149
2020-10-02,20.914163851234918,20.866754425596163,20.9608718915725
2020-10-05,20.9013769029287,20.85531399012093,20.944413486985958
2020-10-06,20.907412349589045,20.85915996110038,20.95123409774437
2020-10-07,20.90513529635832,20.862666656024015,20.951191000347613
2020-10-08,20.90298593878669,20.858602461661878,20.946878697565445
2020-10-09,20.90256170968466,20.862684895071457,20.94828835826287
2020-10-12,20.891269413696943,20.84790186494727,20.93794239424374
2020-10-13,20.897940515951532,20.850010140285143,20.941246174014843
2020-10-14,20.896364788882014,20.85160256286113,20.94225676655217
2020-10-15,20.894978700366686,20.852594605162626,20.94012145878374
2020-10-16,20.89537479566068,20.850186437799604,20.937428011950093
2020-10-19,20.886822241257928,20.843011721885794,20.93661533312485
2020-10-20,20.89447456441006,20.848755492839846,20.94002787213807
2020-10-21,20.893900338677245,20.85029011923174,20.938005140572315
2020-10-22,20.893527484388017,20.84665705902544,20.938436222954465
2020-10-23,20.894940062191917,20.855276679052388,20.940116940083037
2020-10-26,20.889376410240374,20.84759969523419,20.933294769337397
2020-10-27,20.897980899939565,20.855082335374895,20.940270497678963
2020-10-28,20.898326609720534,20.851348986957806,20.942466771051294
2020-10-29,20.898836639264047,20.854820940882647,20.940310100858266
2020-10-30,20.901091148923317,20.855172430866514,20.94476654386365
2020-11-02,20.904007416287573,20.857945837006227,20.949059067171447
2020-11-03,20.915344038073165,20.86987518096071,20.960737289224713
2020-11-04,20.918374386464713,20.87692799881274,20.960794136409852
2020-11-05,20.921522295650316,20.876598542604967,20.966557599535836
2020-11-06,20.926369063484934,20.880567176025128,20.96853460020539
2020-11-09,20.93057768429039,20.88679695285613,20.973410038250904
2020-11-10,20.942263513869033,20.897872558035566,20.987422081933495
2020-11-11,20.945604285142633,20.901971181614798,20.99177644396131
2020-11-12,20.949024556749798,20.904202620657966,20.99137832563151
2020-11-13,20.954105923527194,20.908946399204854,20.99490373268161
2020-11-16,20.958787597311595,20.915084620221652,21.000799952239554
2020-11-17,20.970550458463755,20.924694885417622,21.012832725894295
2020-11-18,20.973925037666636,20.931378344362713,21.016407883230322
2020-11-19,20.977333701521797,20.934377493815646,21.022999562755594
2020-11-20,20.98235570270689,20.941124949806742,21.025714934704556
2020-11-23,20.986549935468137,20.94259853250743,21.034449944175858
2020-11-24,20.998040851569183,20.952719060746094,21.04357824653917
2020-11-25,21.001086729566335,20.954171195552053,21.044848863174238
2020-11-27,21.008689652511094,20.965582424568197,21.05251819409548
2020-11-30,21.01123977962196,20.967508797053316,21.059472027759075
2020-12-01,21.022088543791607,20.978029712039508,21.068493404668523
2020-12-02,21.024453692078477,20.980719838082482,21.067908357333053
2020-12-03,21.026763891566315,20.981213275321224,21.071477562732134
2020-12-04,21.030606357861817,20.98601426008534,21.075494481917257
2020-12-07,21.030878879918205,20.9866530869313,21.07348341856668
2020-12-08,21.040976251467644,20.993544084818733,21.08654696317343
2020-12-09,21.042608886229395,20.99734421563927,21.08735688972755
2020-12-10,21.04421408790193,20.998455526909304,21.09060382356816
2020-12-11,21.04738715484906,21.002132063045423,21.091022972118115
2020-12-14,21.045933037358292,21.00132349374646,21.088883030352086
2020-12-15,21.05556574689306,21.012627519831916,21.100754391053407
2020-12-16,21.056794326690767,21.011840839091168,21.104119356483523
2020-12-17,21.058056944025118,21.015582716951798,21.10360732619928
2020-12-18,21.060948197507926,21.014376381387322,21.10552071801297
2020-12-21,21.058983307029774,21.01304304063724,21.105526712999566
2020-12-22,21.068540270840053,21.02456388536955,21.115437245592428
2020-12-23,21.069728814519834,21.023180147946555,21.11172249806546
2020-12-24,21.07065806625906,21.02293544414052,21.11623219703849
2020-12-28,21.07034329145716,21.027416359946557,21.11491131045885
2020-12-29,21.07956795352884,21.03652453166741,21.126382881520257
2020-12-30,21.08039909103202,21.036044681280867,21.121389274080215
2020-12-31,21.081260041004846,21.03814913441552,21.12448700439915
2021-01-04,21.080276178697765,21.035808731862698,21.123003080453284
2021-01-05,21.089229215929084,21.042700679838166,21.133145608258683
2021-01-06,21.089751033713604,21.04690938083077,21.135697936775887
2021-01-07,21.090270040088612,21.046924281662363,21.134504523804708
2021-01-08,21.09237338173323,21.049051138236795,21.139869289419885
2021-01-11,21.087744251103715,21.041144771876553,21.13206930452664
2021-01-12,21.09631560697548,21.051914189323565,21.14146821931081
2021-01-13,21.096478228241907,21.054346165224242,21.14014853487713
2021-01-14,21.096671041542983,21.05153512735162,21.14309159550353
