ds,yhat,yhat_lower,yhat_upper
2020-04-20,78.49127625041169,65.17017847577365,92.46662959742541
2020-04-21,79.10340416777505,65.63785540311,92.64735936319623
2020-04-22,79.6789703053113,67.61481442570899,93.45334343295876
2020-04-23,79.7930094210838,66.19894328143964,92.78196382156376
2020-04-24,80.57333226790621,67.08763921436541,94.35969416439302
2020-04-27,81.42613395907114,69.45582011275214,94.52686078146863
2020-04-28,81.55806096666761,68.8030375266485,94.31335111755736
2020-04-29,81.6196452665975,68.94958135655563,94.98204514220997
2020-04-30,81.19861023657464,66.94682879534358,93.77056500647791
2020-05-01,81.43607520486542,67.00879214953663,93.78721922761596
2020-05-04,80.74871299783362,67.6977053161712,95.36589594224608
2020-05-05,80.43997381308915,66.73581405127241,93.04432634816062
2020-05-06,80.11679378215021,68.06750361275017,93.19978307100116
2020-05-07,79.37671056252255,65.97105441162421,92.8920740241465
2020-05-08,79.3690024490341,65.3766891024521,92.13521716193588
2020-05-11,78.44188699460301,65.96738275238553,91.36684648189713
2020-05-12,78.22536085883246,65.25691665705722,92.53233589980366
2020-05-13,78.0783725807589,65.16087151175122,90.59168192692026
2020-05-14,77.5939290660005,64.59422732555439,91.65854552217928
2020-05-15,77.91472311528598,64.40728198459429,92.38020997646885
2020-05-18,78.31744691652149,65.03755500795305,91.31292115063273
2020-05-19,78.62074245820835,65.16479935098432,92.12892392325728
2020-05-20,79.01011388287421,65.78069401628763,91.95032873209057
2020-05-21,79.06465395313506,65.18092297829232,91.58396141821127
2020-05-22,79.9130521879962,66.87159914752287,93.07256812481398
2020-05-26,82.35231647802232,69.42594221573707,95.8725156221809
2020-05-27,83.0236656523382,69.85720236773517,96.32429028574394
2020-05-28,83.2819778060576,70.49077718008454,97.10097692875901
2020-05-29,84.25032942565204,71.87824038552039,97.77438851232534
2020-06-01,85.86647506377206,72.29722868505867,98.60866461579336
2020-06-02,86.29386269333874,73.13469459675596,99.64957414323796
2020-06-03,86.65714970241339,73.33496308500568,99.8699576939468
2020-06-04,86.53496709037127,74.6979500348261,98.51709944818288
2020-06-05,87.05927409625303,73.52714747142306,100.28678807965144
2020-06-08,87.0721930297297,74.45875188588656,100.03854901052947
2020-06-09,86.91664755216303,74.49392365091781,100.10393818544996
2020-06-10,86.69509231436554,73.02067266723778,101.30124724403926
2020-06-11,85.99972355540501,72.62496104241507,98.51929900692062
2020-06-12,85.97569523591366,72.9796407523741,98.59510229053096
2020-06-15,84.61245055700569,71.12019056146043,97.71603976453233
2020-06-16,84.12165874524942,70.80681289387793,96.81709732360117
2020-06-17,83.63966781551531,71.19767479387122,96.08733352734049
2020-06-18,82.76382126692889,69.45508410399648,97.02360943379068
2020-06-19,82.64245558508959,70.25210303130073,95.87274012321647
2020-06-22,81.48766921298478,68.64400860179792,93.69142209856606
2020-06-23,81.22390043480853,68.17808813934596,95.10387025803631
2020-06-24,81.03849059037245,66.86405039173862,93.88791443618994
2020-06-25,80.52085069219201,67.0743152365022,94.18036385995559
2020-06-26,80.81007565056623,67.5817953410949,94.04775359837683
2020-06-29,81.09476026169266,68.0167870515912,94.08380121699756
2020-06-30,81.3417669983813,69.17509673538275,95.21421942666352
2020-07-01,81.66312437081385,68.1007445681406,94.5035950430668
2020-07-02,81.63695891725779,68.5060267840574,95.67917109292834
2020-07-06,83.82615616308748,69.86170318426127,97.63491100632615
2020-07-07,84.3499583547125,70.83200755315028,98.40827372064231
2020-07-08,84.88649611478796,72.44824928529884,98.79948040659653
2020-07-09,85.01126224228095,71.12510237766044,98.2589920208296
2020-07-10,85.8517391022892,71.92484322167904,98.59063457256593
2020-07-13,87.16594505495559,73.55987808697144,101.04100000533546
2020-07-14,87.53595926091283,73.93958113947087,102.57628138011357
2020-07-15,87.87106993364586,75.30760001869014,101.03279902286967
2020-07-16,87.7538460136162,74.60836160052442,100.75935768305956
2020-07-17,88.31958525836495,76.0404699236488,100.9812335511365
2020-07-20,88.69752251128018,75.12216104674202,101.7530330393218
2020-07-21,88.74669801652595,74.55912848419746,102.54984375656973
2020-07-22,88.77033464256294,75.69595198877674,101.47577636408641
2020-07-23,88.35846827030637,74.5207626309323,101.5648025676157
2020-07-24,88.65308976797765,74.55096093356354,103.26971255820345
2020-07-27,88.41122956262066,75.38488502057051,102.4449115622006
2020-07-28,88.33027182134592,75.02830423098463,101.41833438264842
2020-07-29,88.26503603929118,74.54432399127515,100.78035895447175
2020-07-30,87.80559129801846,75.90321780990645,100.81522322578701
2020-07-31,88.09282330421387,75.33873849157985,101.54053195133687
2020-08-03,88.04359599425551,75.17265589052413,100.02278668293464
2020-08-04,88.08540581343286,74.99309704452017,102.2951024467808
2020-08-05,88.16406344052766,75.05809458752007,101.53451585475862
2020-08-06,87.86410662629409,73.87336948780772,101.65090751679267
2020-08-07,88.32070141874534,74.60900913847334,101.38709925722712
2020-08-10,88.78232545897207,75.6663643442444,101.28459125913429
2020-08-11,88.97784715214132,76.16795441904462,102.64336442729297
2020-08-12,89.19433699835454,75.59976272688645,101.5171436623599
2020-08-13,89.01270776493877,76.2872462334957,102.6001710954615
2020-08-14,89.56524031985613,76.2911732431001,102.70631852898649
2020-08-17,90.16351986630318,76.56532379187038,103.4254051096452
2020-08-18,90.35269015451077,77.66144724740965,103.53709587537176
2020-08-19,90.5380889935154,77.4229106519326,104.34733403266578
2020-08-20,90.30243222084499,77.14280461247061,103.62876240358503
2020-08-21,90.78041404459711,78.40129679715369,103.4995109716098
2020-08-24,91.06307333876893,77.4419088213816,104.36995113607233
