ds,yhat,yhat_lower,yhat_upper
2020-04-20,57.694472382344536,48.7507556530813,66.86022235262192
2020-04-21,57.95738902055832,48.4814686458037,67.43748059520676
2020-04-22,58.259168151356384,48.987654279069844,67.49996061661753
2020-04-23,58.347750392875135,48.32707735973313,67.56213931579751
2020-04-24,58.88058571125946,49.03703726634044,67.83878197997387
2020-04-27,60.253905927414536,50.88532715210336,69.52253048227124
2020-04-28,60.4734076650811,51.25659432464164,70.47812513070564
2020-04-29,60.70450238666801,51.15538440915294,70.5343760261506
2020-04-30,60.69714413903172,51.42480474647925,70.49290676838274
2020-05-01,61.11148043328937,51.55849393792114,70.28109378951353
2020-05-04,62.02950924862281,52.518269545379994,72.13975614995334
2020-05-05,62.077993513792705,52.09497079514935,71.36616710226808
2020-05-06,62.13612471210991,52.951069838768596,72.04504274779771
2020-05-07,61.95860782935678,51.96972060497111,70.81726189523843
2020-05-08,62.2102561926492,53.331260041398885,72.29893450034632
2020-05-11,62.72782944995791,53.452188049416485,71.64466892335292
2020-05-12,62.684213804946424,53.324083701565144,72.1704991502602
2020-05-13,62.6756535994809,53.24792476828745,72.2596190510748
2020-05-14,62.45870062879658,52.55983594449032,72.13655499602724
2020-05-15,62.69928929362241,53.30799271216095,72.10932524416418
2020-05-18,63.353922488304185,53.83348275186814,72.73905912300664
2020-05-19,63.409071997779236,53.58526576585082,72.6359223658532
2020-05-20,63.52228795493491,53.97434148256488,73.16885103253985
2020-05-21,63.44712333713705,53.70505160353498,72.2201257749919
2020-05-22,63.84604641263326,54.37796865096008,72.78785182444052
2020-05-26,65.27500962601076,56.54445889384867,74.43165424001933
2020-05-27,65.56865913150068,56.054150161808515,75.14284772181277
2020-05-28,65.6661648596967,56.495517835477,74.51208670838382
2020-05-29,66.22646640167339,56.332349137801096,75.06906606685764
2020-06-01,67.80417282116598,58.96103544167638,77.17886540050034
2020-06-02,68.13459157413368,58.52343303316983,77.53914001864342
2020-06-03,68.49833629442944,58.98186834602854,78.29000244771225
2020-06-04,68.64514982434763,58.35531643277817,78.60023833766599
2020-06-05,69.23471687688442,59.94220650528158,78.79782215918199
2020-06-08,70.79693516183022,60.88091233609336,79.2320809159826
2020-06-09,71.09616734830114,61.8836819132388,80.7381134012431
2020-06-10,71.4210007458419,61.97707414746631,80.78290534104455
2020-06-11,71.52479062269208,62.53894241708064,81.40770947956187
2020-06-12,72.07096885665392,63.438970816412,81.03710115464047
2020-06-15,73.53778288773391,63.89497259151274,82.42166216200341
2020-06-16,73.82810797037277,64.99282829588431,83.86681602425095
2020-06-17,74.16023556208654,65.16727587568093,83.35759231531101
2020-06-18,74.28962442326025,64.82148275068595,83.80731699645766
2020-06-19,74.88119604714066,64.84690053990629,84.21291792006929
2020-06-22,76.60752951796258,67.87363077499823,85.98559214794643
2020-06-23,77.02337119866952,67.3103135868725,85.54412743407195
2020-06-24,77.49766035938904,68.43899702166105,86.37373010986825
2020-06-25,77.78311692285781,68.82925901100839,87.42299659367325
2020-06-26,78.5413214647725,69.07370388952903,88.08042371132119
2020-06-29,80.79033697388783,71.2526532463644,90.44579756845606
2020-06-30,81.37281278337215,71.73128700580857,89.76851610761987
2020-07-01,82.00194524381615,72.25102785275354,91.48646713652836
2020-07-02,82.42569190991078,73.32482179716087,92.3741363820965
2020-07-06,85.73533468251718,76.7154648369563,95.13763694309593
2020-07-07,86.31365109124017,77.55780897963683,94.96318613115989
2020-07-08,86.90216409106252,77.59300910007968,95.5710630933391
2020-07-09,87.24792342538035,77.61287185477924,96.18306745425718
2020-07-10,88.0079180300309,79.20464150570625,97.0724644312281
2020-07-13,89.88447506897592,80.36158536651327,99.35862930902636
2020-07-14,90.21502413083702,81.00745986713933,99.70093638957178
2020-07-15,90.53115368145613,81.36154481876673,100.32459145964495
2020-07-16,90.58474730557832,80.95898888657078,100.64263180742093
2020-07-17,91.0381827573877,81.7722537067293,101.10141853193514
2020-07-20,91.9682776162688,82.48082816319531,101.16789451724223
2020-07-21,91.99518957104341,82.23567202521842,101.06065213230676
2020-07-22,92.0239407178265,81.89056391162156,101.37889262927553
2020-07-23,91.81226864651057,81.50910043564342,101.62063986001547
2020-07-24,92.02797263298274,82.44875540671971,101.42725155460641
2020-07-27,92.45510412781988,82.43359793700856,101.38241835372536
2020-07-28,92.39561704273622,82.58870444887802,101.82059727507254
2020-07-29,92.3819706992656,83.59468386243505,101.29794897122872
2020-07-30,92.17247526204314,82.5285604734954,101.58024723781355
2020-07-31,92.4344951369865,83.1502322038206,101.9487469039448
2020-08-03,93.24617977942573,83.61830324242985,103.18160649145426
2020-08-04,93.38566861433512,83.71656219176963,102.61052695933327
2020-08-05,93.59877067476843,83.99147575918245,103.54964927259503
2020-08-06,93.63817535374855,83.99130382174036,103.43235122969129
2020-08-07,94.16509546941988,84.65146620613669,103.88903884950845
2020-08-10,95.80093071359259,86.3399175461132,105.55862613042237
2020-08-11,96.20213067265819,87.34937117216887,106.23354870498754
2020-08-12,96.65924091842777,87.42836067441992,106.10518214101269
2020-08-13,96.91866935510221,87.52137703009525,107.27136250902375
2020-08-14,97.6358350507644,88.23571777049284,106.22307912440256
2020-08-17,99.61563811123348,89.7674469341903,109.38345193126501
2020-08-18,100.0438427072491,90.78889661211642,109.96098150180931
2020-08-19,100.48034660145527,90.28281174777148,110.15936999284156
2020-08-20,100.67073235573349,91.34592131720927,109.92324448348585
2020-08-21,101.2705830873385,91.74448225188189,111.2339035188157
2020-08-24,102.62491377193416,93.54208215580138,112.30085569809853
